Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,HALIFAX,2.7,0,0,0,2.7,0,0,18.3,0.644,0,0,0,0.644,0,0,0.652,0.272,0,0,0,0.272,0,0,0.278,Zone 6,,Natural gas,pro-B-EW-corrected.h2k,sim-9.choices,HTAP-options.json,General,HTAP-work-3,9,HTAP-sim-9,Details in JSON output,0.0,2473.86,1210.25,7826.85,0.0,10451.07,4309.76,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,25266.69,7330.13,0,Details in JSON output,Details in JSON output,true,32596.819999999996,S,Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone6,NBC-Baseloads,NBC-zone6-window,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone6_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,HALIFAX,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,HALIFAX,NOVA SCOTIA,71.2,1.6,0,1.4,18.2,71.2,0,26.3,119.4,1.2,33179.3,0.0,0.0,0.0,0.0,111,4000,2.88,1.5,84.1,1,3204.2,9584.9,0.0,2940.7,65.0,2.5,3420.71,0.0,3420.71,0.0,0.0,0.0,3420.71,0.0,true,1,1,1.501858,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,HALIFAX,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.498,0,0,0,0.498,0,0,0.503,Zone 6,,Natural gas,pro-B-EW-corrected.h2k,sim-10.choices,HTAP-options.json,General,HTAP-work-4,10,HTAP-sim-10,Details in JSON output,0.0,2473.86,1210.25,7826.85,0.0,10451.07,4611.0,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,25266.69,7631.37,0,Details in JSON output,Details in JSON output,true,32898.06,S,Opt-CasementWindows=>NC-2g-HG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone6,NBC-Baseloads,NC-2g-HG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone6_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,HALIFAX,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,HALIFAX,NOVA SCOTIA,65.3,2.1,0,1.8,18.2,65.3,0,26.3,114.6,1.2,31834.1,0.0,0.0,0.0,0.0,112,4000,2.831,1.46,79.0,1,4442.0,9685.5,0.0,2804.0,59.6,4.3,3284.03,0.0,3284.03,0.0,0.0,0.0,3284.03,0.0,true,1,1,1.455109,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,HALIFAX,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.254,0,0,0,0.254,0,0,0.256,Zone 6,,Natural gas,pro-B-EW-corrected.h2k,sim-11.choices,HTAP-options.json,General,HTAP-work-0,11,HTAP-sim-11,Details in JSON output,0.0,2473.86,1210.25,7318.28,0.0,10451.07,4283.66,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,24758.12,7304.03,0,Details in JSON output,Details in JSON output,true,32062.149999999998,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone6,NBC-Baseloads,NC-2g-MG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone6_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,HALIFAX,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,HALIFAX,NOVA SCOTIA,73.1,1.5,0,1.4,18.2,73.1,0,26.3,121.3,1.2,33682.0,0.0,0.0,0.0,0.0,112,4000,2.831,1.43,85.8,1,3097.0,9685.5,0.0,2991.8,66.7,2.3,3471.78,0.0,3471.78,0.0,0.0,0.0,3471.78,0.0,true,1,1,1.4251800000000001,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,HALIFAX,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.186,0,0,0,0.186,0,0,0.188,Zone 6,,Natural gas,pro-B-EW-corrected.h2k,sim-12.choices,HTAP-options.json,General,HTAP-work-1,12,HTAP-sim-12,Details in JSON output,0.0,2473.86,1210.25,7318.28,0.0,10451.07,4192.02,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,24758.12,7212.39,0,Details in JSON output,Details in JSON output,true,31970.51,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone6,NBC-Baseloads,NC-2g-LG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone6_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,HALIFAX,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,HALIFAX,NOVA SCOTIA,75.6,1.4,0,1.3,18.2,75.6,0,26.3,123.4,1.2,34289.5,0.0,0.0,0.0,0.0,112,4000,2.831,1.39,88.0,1,2720.4,9685.5,0.0,3053.5,69.0,2.0,3533.5,0.0,3533.5,0.0,0.0,0.0,3533.5,0.0,true,1,1,1.389162,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,CALGARY,2.7,0,0,0,2.7,0,0,18.3,0.644,0,0,0,0.644,0,0,0.652,0.272,0,0,0,0.272,0,0,0.278,Zone 7a,,Natural gas,pro-B-EW-corrected.h2k,sim-13.choices,HTAP-options.json,General,HTAP-work-2,13,HTAP-sim-13,Details in JSON output,0.0,2473.86,1210.25,7826.85,0.0,10451.07,5493.42,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,614.33,25303.920000000002,8513.79,0,Details in JSON output,Details in JSON output,true,33817.71,S,Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone7A_HRV,NBC-Baseloads,NBC-zone7A-window,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone7A-Doorwindow,NBC-zone7A-door,NBC_936_5.02RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_2.84RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone7A_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,CALGARY,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,CALGARY,ALBERTA,84.3,1.7,0,1.5,18.9,84.3,0,26.3,132.8,1.2,36899.9,0.0,0.0,0.0,0.0,128,5000,2.862,1.43,96.7,1,3385.7,13688.7,0.0,3318.7,76.9,2.9,3798.71,0.0,3798.71,0.0,0.0,0.0,3798.71,0.0,true,1,1,1.429578,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 3,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,CALGARY,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.498,0,0,0,0.498,0,0,0.503,Zone 7a,,Natural gas,pro-B-EW-corrected.h2k,sim-14.choices,HTAP-options.json,General,HTAP-work-3,14,HTAP-sim-14,Details in JSON output,0.0,2473.86,1210.25,7826.85,0.0,10451.07,5803.66,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,614.33,25303.920000000002,8824.029999999999,0,Details in JSON output,Details in JSON output,true,34127.950000000004,S,Opt-CasementWindows=>NC-2g-HG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone7A_HRV,NBC-Baseloads,NC-2g-HG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone7A-Doorwindow,NBC-zone7A-door,NBC_936_5.02RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_2.84RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone7A_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,CALGARY,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,CALGARY,ALBERTA,76.7,2.2,0,2.0,18.9,76.7,0,26.3,126.6,1.2,35173.6,0.0,0.0,0.0,0.0,130,5000,2.813,1.41,90.2,1,4660.5,13826.4,0.0,3143.3,70.0,5.2,3623.33,0.0,3623.33,0.0,0.0,0.0,3623.33,0.0,true,1,1,1.4145860000000001,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 2,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,CALGARY,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.254,0,0,0,0.254,0,0,0.256,Zone 7a,,Natural gas,pro-B-EW-corrected.h2k,sim-15.choices,HTAP-options.json,General,HTAP-work-4,15,HTAP-sim-15,Details in JSON output,0.0,2473.86,1210.25,7318.28,0.0,10451.07,5467.92,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,614.33,24795.350000000002,8488.29,0,Details in JSON output,Details in JSON output,true,33283.64,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone7A_HRV,NBC-Baseloads,NC-2g-MG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone7A-Doorwindow,NBC-zone7A-door,NBC_936_5.02RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_2.84RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone7A_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,CALGARY,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,CALGARY,ALBERTA,86.6,1.7,0,1.5,18.9,86.6,0,26.3,135.0,1.2,37513.1,0.0,0.0,0.0,0.0,130,5000,2.813,1.47,98.8,1,3281.0,13826.4,0.0,3381.0,79.0,2.8,3861.02,0.0,3861.02,0.0,0.0,0.0,3861.02,0.0,true,1,1,1.467367,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,CALGARY,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.186,0,0,0,0.186,0,0,0.188,Zone 7a,,Natural gas,pro-B-EW-corrected.h2k,sim-16.choices,HTAP-options.json,General,HTAP-work-0,16,HTAP-sim-16,Details in JSON output,0.0,2473.86,1210.25,7318.28,0.0,10451.07,5373.92,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,614.33,24795.350000000002,8394.29,0,Details in JSON output,Details in JSON output,true,33189.64,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone7A_HRV,NBC-Baseloads,NC-2g-LG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone7A-Doorwindow,NBC-zone7A-door,NBC_936_5.02RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_2.84RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone7A_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,CALGARY,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,CALGARY,ALBERTA,90.0,1.5,0,1.4,18.9,90.0,0,26.3,138.2,1.2,38395.9,0.0,0.0,0.0,0.0,130,5000,2.813,1.49,101.8,1,2894.7,13826.4,0.0,3470.7,82.1,2.3,3950.71,0.0,3950.71,0.0,0.0,0.0,3950.71,0.0,true,1,1,1.491611,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,PRINCEGEORGE,2.7,0,0,0,2.7,0,0,18.3,0.644,0,0,0,0.644,0,0,0.652,0.272,0,0,0,0.272,0,0,0.278,Zone 6,,Natural gas,pro-B-EW-corrected.h2k,sim-17.choices,HTAP-options.json,General,HTAP-work-1,17,HTAP-sim-17,Details in JSON output,0.0,2473.86,1210.25,7826.85,0.0,10451.07,5632.72,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,25266.69,8653.09,0,Details in JSON output,Details in JSON output,true,33919.78,S,Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone6,NBC-Baseloads,NBC-zone6-window,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone6_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,PRINCEGEORGE,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,PRINCEGEORGE,BRITISH COLUMBIA,87.5,1.7,0,1.5,18.9,87.5,0,26.3,135.9,1.2,37741.3,0.0,0.0,0.0,0.0,129,4720,2.88,1.51,99.6,1,3449.7,14230.7,0.0,3404.2,79.9,2.8,3884.2,0.0,3884.2,0.0,0.0,0.0,3884.2,0.0,true,1,1,1.507025,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,PRINCEGEORGE,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.498,0,0,0,0.498,0,0,0.503,Zone 6,,Natural gas,pro-B-EW-corrected.h2k,sim-18.choices,HTAP-options.json,General,HTAP-work-2,18,HTAP-sim-18,Details in JSON output,0.0,2473.86,1210.25,7826.85,0.0,10451.07,5954.3,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,25266.69,8974.67,0,Details in JSON output,Details in JSON output,true,34241.36,S,Opt-CasementWindows=>NC-2g-HG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone6,NBC-Baseloads,NC-2g-HG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone6_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,PRINCEGEORGE,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,PRINCEGEORGE,BRITISH COLUMBIA,81.5,2.3,0,2.0,18.9,81.5,0,26.3,130.8,1.2,36335.3,0.0,0.0,0.0,0.0,130,4720,2.831,1.46,94.6,1,4771.0,14373.7,0.0,3261.4,74.4,5.4,3741.35,0.0,3741.35,0.0,0.0,0.0,3741.35,0.0,true,1,1,1.46371,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,PRINCEGEORGE,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.254,0,0,0,0.254,0,0,0.256,Zone 6,,Natural gas,pro-B-EW-corrected.h2k,sim-19.choices,HTAP-options.json,General,HTAP-work-3,19,HTAP-sim-19,Details in JSON output,0.0,2473.86,1210.25,7318.28,0.0,10451.07,5606.18,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,24758.12,8626.55,0,Details in JSON output,Details in JSON output,true,33384.67,S,Opt-CasementWindows=>NC-2g-MG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone6,NBC-Baseloads,NC-2g-MG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone6_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,PRINCEGEORGE,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,PRINCEGEORGE,BRITISH COLUMBIA,89.7,1.6,0,1.5,18.9,89.7,0,26.3,138.0,1.2,38328.7,0.0,0.0,0.0,0.0,130,4720,2.831,1.54,101.6,1,3340.6,14373.7,0.0,3463.9,81.8,2.7,3943.88,0.0,3943.88,0.0,0.0,0.0,3943.88,0.0,true,1,1,1.5448220000000001,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
Step 1,88.07,129.118,0,7.123,0.0,34.59,25.571,436.27,0,0,216.244,23.624,TORONTO,ONTARIO,Attic/hip,304.4,,Two,SingleDetached,820.1,PRINCEGEORGE,2.7,0,0,0,2.7,0,0,18.3,0.606,0,0,0,0.606,0,0,0.606,0.186,0,0,0,0.186,0,0,0.188,Zone 6,,Natural gas,pro-B-EW-corrected.h2k,sim-20.choices,HTAP-options.json,General,HTAP-work-4,20,HTAP-sim-20,Details in JSON output,0.0,2473.86,1210.25,7318.28,0.0,10451.07,5508.71,2359.98,660.39,0.0,2457.82,0.0,0.0,269.74,577.1,24758.12,8529.08,0,Details in JSON output,Details in JSON output,true,33287.2,S,Opt-CasementWindows=>NC-2g-LG-u1.65;Opt-HVACSystem=>elec-baseboard+AC;,true,ACH_NBC,NBC_Ceiling_zone6,NBC-Baseloads,NC-2g-LG-u1.65,NBC_CathCeiling_RSI4.67,NA,H2KCodeLibFile,NBC-HotWater_elec,NA,NBC-zone6-Doorwindow,NBC-zone6-door,NBC_936_4.67RSI,NBC_FlatCeiling_RSI4.67,NBC_RSI2.97_int,NBC_936_uninsulated_EffR0,NBC_936_1.96RSI,NBC_936_uninsulated_EffR0,NBC_936_2.98RSI,NA,NBC_Wall_zone6_HRV,NA,NBC_HRV,NA,elec-baseboard+AC,PRINCEGEORGE,NA,General,NBC9_36,NA,NBC_Specs_Normal,NBC_Temps,PRINCEGEORGE,BRITISH COLUMBIA,92.6,1.3,0,1.3,18.9,92.6,0,26.3,140.6,1.2,39063.4,0.0,0.0,0.0,0.0,130,4720,2.831,1.48,104.1,1,2940.1,14373.7,0.0,3538.5,84.5,1.9,4018.53,0.0,4018.53,0.0,0.0,0.0,4018.53,0.0,true,1,1,1.4824430000000002,aa1b474d0b886111316a48b7fbdb27a6,aa1b474d0b886111316a48b7fbdb27a6,Details in JSON output,Details in JSON output,,nil,true,Details in JSON output,
